host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_listings_in_sample,host_verifications,host_has_profile_pic,host_identity_verified
47112995,Sam,2015-10-21,"Los Angeles, California, United States",,,True,West Los Angeles,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'kba', 'government_id']",True,True
47133408,Mia Karoline,2015-10-21,"Los Angeles, California, United States",,,False,Hollywood,1.0,1,"['email', 'phone', 'jumio']",True,False
47144232,White Glove,2015-10-21,"Los Angeles, California, United States",within an hour,100.0,False,Hollywood,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
47153950,Olivia,2015-10-22,,,,False,,1.0,1,"['email', 'phone', 'reviews']",True,False
47155885,Heart Of,2015-10-22,"Los Angeles, California, United States",within an hour,100.0,False,,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",True,True
47167330,Emilio,2015-10-22,"West Hollywood, California, United States",within an hour,100.0,False,West Hollywood,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",True,True
47178967,Mikel,2015-10-22,US,within a day,75.0,False,,1.0,1,"['phone', 'reviews']",True,False
47195146,Jack,2015-10-22,"Cerritos, California, United States",within a day,70.0,False,,3.0,2,"['email', 'phone', 'reviews', 'jumio']",True,True
47202631,Katie,2015-10-22,US,,,False,Mid-Wilshire,1.0,1,"['email', 'phone']",True,False
47211602,Bhr,2015-10-22,"Beverly Hills, California, United States",within a day,94.0,False,Bel Air/Beverly Crest,20.0,9,"['email', 'phone', 'reviews']",True,False
47225217,Sica,2015-10-22,"Los Angeles, California, United States",,,False,Mount Washington,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",True,True
47230641,Mabel,2015-10-23,"Los Angeles, California, United States",within an hour,100.0,False,,1.0,1,"['email', 'phone', 'google', 'reviews', 'jumio']",True,True
47235557,Alicia,2015-10-23,US,within an hour,80.0,False,Hollywood Hills,1.0,1,"['email', 'phone', 'reviews']",True,False
47276690,Danielle,2015-10-23,"Los Angeles, California, United States",within a few hours,100.0,False,Mid-Wilshire,2.0,1,"['email', 'phone', 'reviews', 'jumio', 'work_email']",True,True
47284497,Troy,2015-10-23,"Los Angeles, California, United States",,,False,Silver Lake,1.0,1,"['email', 'phone', 'facebook', 'kba']",True,True
47327792,Andrew,2015-10-24,US,,,False,Hollywood Hills,1.0,1,"['email', 'phone']",True,False
47331910,Mary,2015-10-24,"Los Angeles, California, United States",within an hour,100.0,False,La Crescenta-Montrose,2.0,2,"['email', 'phone', 'manual_online', 'reviews', 'jumio', 'kba']",True,True
47354029,Ronson,2015-10-24,"Los Angeles, California, United States",,,False,South LA,2.0,1,"['email', 'phone', 'facebook', 'reviews']",True,False
47359832,Terry,2015-10-25,US,,,False,Pasadena,1.0,1,"['email', 'phone']",True,False
47402291,Cynthia,2015-10-25,"Los Angeles, California, United States",,,False,South LA,1.0,1,"['email', 'phone', 'reviews', 'kba', 'work_email']",True,True
47402576,Moe,2015-10-25,"Los Angeles, California, United States",within a few hours,100.0,False,Sherman Oaks,2.0,2,"['email', 'phone', 'reviews']",True,False
47410843,Jorge,2015-10-25,"Los Angeles, California, United States",within an hour,100.0,False,Van Nuys,7.0,1,"['email', 'phone', 'linkedin', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']",True,True
47416110,Celeste&Paul,2015-10-25,"Santa Monica, California, United States",within a day,70.0,False,Valley Village,3.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
47416779,Laura,2015-10-25,"Los Angeles, California, United States",,,False,Mid-Wilshire,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
47423918,Alexander (Max),2015-10-25,"Santa Monica, California, United States",,,False,Santa Monica,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
47438401,Patricia,2015-10-26,"El Segundo, California, United States",within a day,71.0,False,El Segundo,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
47509326,Casey,2015-10-26,US,within a day,67.0,False,Laurel Canyon,1.0,1,['phone'],True,False
47525378,Sheila,2015-10-27,"Los Angeles, California, United States",within a few hours,96.0,True,Hollywood,4.0,1,"['email', 'phone', 'reviews']",True,False
47581864,Igor,2015-10-27,US,,,False,Reseda,1.0,1,"['phone', 'reviews']",True,False
47589347,Nick,2015-10-27,"Los Angeles, California, United States",within a few hours,100.0,False,Laurel Canyon,1.0,1,"['email', 'phone', 'reviews']",True,False
47591846,Grandpre Hospitality,2015-10-27,"Los Angeles, California, United States",within an hour,100.0,True,Westwood,3.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",True,True
47596919,Heather,2015-10-28,"Los Angeles, California, United States",,,False,,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
47605741,Luiza,2015-10-28,"Los Angeles, California, United States",within a day,100.0,False,,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
47644061,Helen,2015-10-28,"Santa Clarita, California, United States",within an hour,100.0,False,,2.0,1,"['email', 'phone', 'reviews', 'jumio', 'work_email']",True,True
47644992,Stephanie & Daniel,2015-10-28,"Los Angeles, California, United States",within a few hours,100.0,True,Mount Washington,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
47661894,H.D.,2015-10-28,"Burbank, California, United States",within an hour,100.0,False,,3.0,3,"['email', 'phone', 'reviews', 'jumio']",True,True
47671729,Kevin,2015-10-28,US,within an hour,100.0,True,North Hollywood,5.0,1,"['email', 'phone', 'reviews']",True,False
47680240,Justin,2015-10-29,"Los Angeles, California, United States",within an hour,100.0,False,West Los Angeles,4.0,2,"['email', 'phone', 'reviews', 'kba']",True,True
47710704,Elva,2015-10-29,"Diamond Bar, California, United States",within an hour,100.0,False,,1.0,1,"['email', 'phone', 'reviews']",True,False
47714615,Bruna,2015-10-29,"Los Angeles, California, United States",,,False,,1.0,1,"['email', 'phone']",True,False
47732578,Adrian,2015-10-29,"Los Angeles, California, United States",within an hour,100.0,True,Hollywood,1.0,1,"['email', 'phone', 'reviews']",True,False
47748075,Pelyn,2015-10-30,"Los Angeles, California, United States",,,False,Sherman Oaks,1.0,1,"['email', 'phone', 'jumio']",True,False
47804246,Ruby & Steve,2015-10-30,"Los Angeles, California, United States",within an hour,100.0,False,,6.0,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",True,True
47805661,Eric And Tina,2015-10-30,"Los Angeles, California, United States",within an hour,100.0,True,Mid-Wilshire,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
47818350,Tashia,2015-10-31,"Atlanta, Georgia, United States",within an hour,100.0,False,,2.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
47850893,Kyle,2015-10-31,US,,,False,Burbank,1.0,1,"['email', 'phone']",True,False
47853476,Jasmine,2015-10-31,"Los Angeles, California, United States",within an hour,100.0,False,Sherman Oaks,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
47854442,Natalia,2015-10-31,"Los Angeles, California, United States",within an hour,100.0,False,,2.0,1,"['email', 'phone', 'reviews']",True,False
47859132,Helena,2015-10-31,"Irvine, California, United States",within a few hours,88.0,False,Irvine,17.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
47913329,Jc,2015-11-01,"Malibu, California, United States",within an hour,100.0,True,Malibu,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",True,True
47915097,Lace,2015-11-01,"Santa Monica, California, United States",within a few hours,100.0,False,,1.0,1,"['email', 'phone', 'google', 'jumio']",True,True
47916904,Mark & Catherine,2015-11-01,"Long Beach, California, United States",within an hour,100.0,True,Long Beach,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
47922324,Cynthia,2015-11-01,"Los Angeles, California, United States",within a few hours,90.0,True,,2.0,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",True,True
47938937,Diane And Bob,2015-11-01,"Torrance, California, United States",within an hour,100.0,True,Torrance,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
47939380,Sheila,2015-11-01,"Los Angeles, California, United States",,,False,Bel Air/Beverly Crest,1.0,1,"['email', 'phone']",True,False
47987624,Hellen,2015-11-02,"Los Angeles, California, United States",within an hour,100.0,False,,6.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
48086838,Nail,2015-11-03,"West Hollywood, California, United States",within an hour,100.0,False,,7.0,2,"['email', 'phone', 'facebook', 'reviews']",True,False
48095400,Kim,2015-11-03,"Torrance, California, United States",within an hour,100.0,True,Torrance,3.0,2,"['email', 'phone', 'reviews']",True,False
48101103,Duke & Vanna,2015-11-03,"Long Beach, California, United States",within an hour,100.0,False,,2.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",True,True
48113744,Elle,2015-11-03,"Los Angeles, California, United States",within an hour,100.0,False,,1.0,1,"['email', 'phone', 'jumio']",True,False
48148978,Krysti,2015-11-04,"Silver Spring, Maryland, United States",within an hour,100.0,False,East Los Angeles,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'work_email']",True,True
48163360,Mary,2015-11-04,"Miami, Florida, United States",a few days or more,14.0,False,South Beach,14.0,2,"['email', 'phone', 'reviews', 'jumio']",True,True
48259587,Francisco,2015-11-05,"Los Angeles, California, United States",within an hour,98.0,False,South LA,2.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",True,True
48273200,John,2015-11-05,"Los Angeles, California, United States",,,False,Palms,1.0,1,"['email', 'phone', 'facebook', 'reviews']",True,False
48285487,Scarlett,2015-11-05,"Irvine, California, United States",within a few hours,100.0,False,Irvine,21.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
48295428,Yibo,2015-11-06,"Pasadena, California, United States",,,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
48296086,John,2015-11-06,"New York, New York, United States",within an hour,100.0,False,,1.0,1,"['email', 'phone', 'facebook', 'jumio', 'government_id']",True,True
48339015,Chris & Marcus,2015-11-06,"Los Angeles, California, United States",within an hour,100.0,False,West Hollywood,1.0,1,"['email', 'phone', 'google', 'reviews', 'jumio', 'work_email']",True,True
48355885,Michael,2015-11-06,US,within a few hours,100.0,False,Westwood,3.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
48363299,Michael,2015-11-06,"Santa Monica, California, United States",within a day,72.0,False,Santa Monica,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",True,True
48363584,Jerry,2015-11-06,"Pasadena, California, United States",within an hour,100.0,True,Pasadena,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
48371582,Charlyn,2015-11-06,"Vancouver, British Columbia, Canada",within an hour,100.0,True,Santa Monica,8.0,3,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",True,True
48390107,Grace,2015-11-07,"Claremont, California, United States",within an hour,100.0,False,,2.0,1,"['email', 'phone', 'reviews', 'kba', 'work_email']",True,True
48393302,John,2015-11-07,US,,,False,South LA,1.0,1,"['email', 'phone', 'google', 'reviews', 'kba']",True,True
48421315,Andy,2015-11-07,"Los Angeles, California, United States",within a few hours,100.0,False,Glendale,1.0,1,"['email', 'phone', 'amex', 'reviews', 'kba', 'work_email']",True,True
48436529,Bryant,2015-11-07,,,,False,San Gabriel,1.0,1,"['email', 'phone']",True,False
48440512,Erica,2015-11-07,"Los Angeles, California, United States",within a day,100.0,False,Palms,1.0,1,"['phone', 'facebook']",True,False
48442546,Charlotte,2015-11-07,"Los Angeles, California, United States",within an hour,80.0,False,South LA,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
48449293,Daniella,2015-11-08,"Rowland Heights, California, United States",within an hour,100.0,True,,3.0,1,"['email', 'phone', 'facebook', 'reviews']",True,False
48474048,Leslie,2015-11-08,"Long Beach, California, United States",within an hour,100.0,False,Long Beach,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
48477918,Jessica,2015-11-08,"Los Angeles, California, United States",within an hour,100.0,False,Venice,2.0,1,"['email', 'phone', 'facebook', 'reviews']",True,False
48482206,Steven,2015-11-08,"USA
",within a day,100.0,False,,2.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
48493909,Pete And Fiona,2015-11-08,"Los Angeles, California, United States",within a few hours,100.0,False,Los Feliz,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
48506445,Hovik,2015-11-08,US,a few days or more,0.0,False,Woodland Hills/Warner Center,1.0,1,"['email', 'phone']",True,False
48523493,Sandra,2015-11-08,"Los Angeles, California, United States",,,False,West Hills,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
48538599,Mark,2015-11-09,"Stevenson Ranch, California, United States",within an hour,100.0,False,,1.0,1,"['email', 'phone']",True,False
48542890,Josh,2015-11-09,"Los Angeles, California, United States",,,False,Valley Village,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
48573281,Jen,2015-11-09,"Los Angeles, California, United States",within an hour,100.0,False,Mid-Wilshire,3.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
48576417,Maurice,2015-11-09,"Lütjensee, Schleswig-Holstein, Germany",within a few hours,100.0,True,Westwood,3.0,3,"['email', 'phone', 'reviews']",True,False
48579067,Emanuelle,2015-11-09,"Los Angeles, California, United States",within an hour,100.0,False,Santa Monica,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
48592564,Debra,2015-11-09,"Los Angeles, California, United States",within a few hours,100.0,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews']",True,False
48594065,Sarah & Mike,2015-11-09,"Los Angeles, California, United States",within an hour,100.0,True,Glendale,1.0,1,"['email', 'phone', 'reviews']",True,False
48597749,Ruth,2015-11-09,US,within a day,100.0,False,Elysian Valley,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
48633518,Chris,2015-11-09,"Monrovia, California, United States",within an hour,100.0,True,Silver Lake,1.0,1,"['email', 'phone', 'reviews', 'work_email']",True,False
48680009,David,2015-11-10,"Los Angeles, California, United States",a few days or more,0.0,False,Laurel Canyon,1.0,1,"['email', 'phone']",True,False
48700413,Karen,2015-11-10,US,within an hour,100.0,False,Mid-Wilshire,1.0,1,['phone'],True,False
48705556,Roi,2015-11-10,"Los Angeles, California, United States",within a few hours,70.0,False,Venice,4.0,2,"['email', 'phone', 'reviews']",True,False
48710413,Nadine,2015-11-10,US,,,False,Venice,1.0,1,"['email', 'phone']",True,False
48715169,Nate J.,2015-11-10,"Los Angeles, California, United States",within an hour,100.0,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",True,True
48777044,Thomas,2015-11-11,"Los Angeles, California, United States",,,False,Mid-Wilshire,1.0,1,"['email', 'phone', 'google', 'jumio', 'kba', 'government_id']",True,True
48792927,Christina,2015-11-11,"Pasadena, California, United States",,,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
48799117,Patrick,2015-11-11,US,within an hour,100.0,False,,4.0,2,"['email', 'phone', 'reviews']",True,False
48802590,Diana,2015-11-11,"Los Angeles, California, United States",within a day,100.0,True,Westchester/Playa Del Rey,1.0,1,"['email', 'phone', 'reviews']",True,False
48809652,Jade,2015-11-11,"Los Angeles, California, United States",,,False,Lincoln Heights,1.0,1,"['email', 'phone']",True,False
48809775,Mary,2015-11-11,"Pasadena, California, United States",,,False,Pasadena,1.0,1,"['email', 'phone', 'reviews']",True,False
48814251,China,2015-11-11,US,,,False,Mid-Wilshire,1.0,1,"['email', 'phone']",True,False
48820411,Xiaojuan,2015-11-11,"Shanghai, West Virginia, United States",within an hour,100.0,True,,4.0,1,"['email', 'phone', 'reviews']",True,False
48901608,Lupita,2015-11-12,"Monterey Park, California, United States",within an hour,100.0,False,Monterey Park,2.0,1,"['email', 'phone', 'reviews']",True,False
48964656,Vicki,2015-11-13,US,within a few hours,100.0,False,Kailua,2.0,1,"['email', 'phone', 'reviews', 'work_email']",True,False
48983208,Hamdi,2015-11-13,"Irvine, California, United States",within a day,50.0,False,Santa Monica,3.0,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",True,True
49021690,Dawn,2015-11-14,"Los Angeles, California, United States",,,False,Westchester/Playa Del Rey,1.0,1,"['email', 'phone']",True,False
49028791,Stacey,2015-11-14,US,within an hour,100.0,True,Westside,1.0,1,"['email', 'phone', 'reviews']",True,False
49029295,Christi,2015-11-14,"Rowland Heights, California, United States",within a day,100.0,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
49082487,Qingliu,2015-11-15,US,,,False,West Covina,1.0,1,"['email', 'phone']",True,False
49105646,Brad,2015-11-15,US,,,False,West Los Angeles,1.0,1,"['email', 'phone', 'kba']",True,False
49106503,Zhao,2015-11-15,US,,,False,,1.0,1,"['email', 'phone']",True,False
49114555,Carmen,2015-11-15,US,within a few hours,100.0,True,Venice,1.0,1,"['email', 'phone', 'reviews']",True,False
49115991,Xuyang,2015-11-15,US,,,False,Westwood,1.0,1,['phone'],True,False
49119691,Roberta,2015-11-15,"Pasadena, California, United States",within a few hours,100.0,True,Pasadena,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
49131914,Anthony,2015-11-15,"West Hollywood, California, United States",,,False,West Hollywood,1.0,1,"['email', 'phone']",True,False
49136467,Serena,2015-11-16,"Signal Hill, California, United States",within a day,70.0,True,,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",True,True
49178510,Michael,2015-11-16,"Los Angeles, California, United States",a few days or more,25.0,False,Hermon,2.0,2,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
49190668,Dwayne,2015-11-16,"Los Angeles, California, United States",,,False,Valley Village,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
49206913,Lesley,2015-11-16,"West Hollywood, California, United States",within a few hours,100.0,False,West Hollywood,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
49210724,Gae,2015-11-16,US,within a few hours,100.0,False,,1.0,1,"['phone', 'reviews']",True,False
49232678,Nancy,2015-11-17,"San Diego, California, United States",within a few hours,92.0,False,West Hollywood,2.0,1,"['email', 'phone']",True,False
49316230,Karen,2015-11-18,"Redondo Beach, California, United States",within a day,100.0,False,Redondo Beach,1.0,1,"['email', 'phone', 'facebook', 'amex', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",True,True
49340348,Brian,2015-11-18,"Los Angeles, California, United States",within an hour,100.0,True,Venice,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
49357042,Kimberley,2015-11-18,"Hawaiian Gardens, California, United States",within a few hours,60.0,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews']",True,False
49361637,Bara,2015-11-18,US,,,False,,1.0,1,['phone'],True,False
49368458,Victoria,2015-11-18,US,within an hour,100.0,False,Los Feliz,2.0,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",True,True
49379348,Shylise,2015-11-18,"Los Angeles, California, United States",within an hour,98.0,False,South LA,8.0,3,"['email', 'phone', 'linkedin', 'reviews']",True,False
49386735,Ben,2015-11-19,"El Segundo, California, United States",within a few hours,100.0,False,Westwood,3.0,1,"['email', 'phone', 'reviews']",True,False
49387146,Rosaria,2015-11-19,"Los Angeles, California, United States",within a day,100.0,False,Rosemead,2.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
49390139,Suzy,2015-11-19,"New Orleans, Louisiana, United States",within an hour,90.0,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
49399079,Flora,2015-11-19,"Los Angeles, California, United States",,,False,Woodland Hills/Warner Center,1.0,1,"['email', 'phone']",True,False
49427129,Allen,2015-11-19,"Los Angeles, California, United States",within a day,80.0,False,,1.0,1,"['email', 'phone', 'google', 'reviews', 'kba']",True,True
49441334,Ashlynn,2015-11-19,"Los Angeles, California, United States",a few days or more,50.0,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
49459663,Carla,2015-11-20,"Los Angeles, California, United States",a few days or more,0.0,False,Studio City,1.0,1,"['email', 'phone', 'facebook']",True,False
49460095,Stacey,2015-11-20,"Malibu, California, United States",,,False,Malibu,1.0,1,"['email', 'phone']",True,False
49462076,Burt,2015-11-20,"Los Angeles, California, United States",,,False,Mid-Wilshire,1.0,1,"['email', 'phone', 'reviews']",True,False
49477971,Jarina,2015-11-20,"Los Angeles, California, United States",,,False,Atwater Village,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
49483621,Max,2015-11-20,"Los Angeles, California, United States",within an hour,100.0,True,Brentwood,3.0,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'work_email']",True,True
49498458,Cedar,2015-11-20,US,within an hour,100.0,True,,1.0,1,"['email', 'phone', 'reviews']",True,False
49514677,Robert,2015-11-20,"Los Angeles, California, United States",,,False,Mid-Wilshire,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
49518584,Ron,2015-11-20,"Los Angeles, California, United States",within a few hours,100.0,False,Alhambra,3.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
49519444,Cheyenne,2015-11-20,"Los Angeles, California, United States",,,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",True,True
49562478,Michael,2015-11-21,"Los Angeles, California, United States",within an hour,100.0,False,Westwood,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",True,True
49588958,MyungHee,2015-11-22,"Los Angeles, California, United States",within an hour,100.0,False,Mid-Wilshire,7.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
49652322,Rob And Nicky,2015-11-22,"Los Angeles, California, United States",within an hour,100.0,False,Hollywood,3.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
49670917,Margaret,2015-11-22,"Palmdale, California, United States",within an hour,100.0,True,,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",True,True
49671413,Joel,2015-11-23,US,within a day,100.0,False,Hermosa Beach,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
49671596,Jessica,2015-11-23,"Los Angeles, California, United States",within a few hours,100.0,False,,1.0,1,"['email', 'phone', 'reviews']",True,False
49708854,Anna&Eric,2015-11-23,"Los Angeles, California, United States",within an hour,100.0,True,Glassell Park,2.0,2,"['email', 'phone', 'google', 'reviews', 'kba']",True,True
49711596,Michael Reilly,2015-11-23,"Los Angeles, California, United States",within an hour,100.0,True,Hollywood,1.0,1,"['email', 'phone', 'reviews']",True,False
49737322,Carlos,2015-11-23,"Los Angeles, California, United States",within an hour,99.0,False,Mid-Wilshire,6.0,1,"['email', 'phone', 'reviews']",True,False
49740205,Yvette & Jerry,2015-11-23,"Long Beach, California, United States",within an hour,100.0,True,Signal Hill,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
49751067,Sophia,2015-11-23,"Los Angeles, California, United States",within an hour,100.0,False,Echo Park,4.0,2,"['email', 'phone', 'reviews', 'jumio', 'work_email']",True,True
49754887,Rachael,2015-11-23,"New York, New York, United States",within a day,57.0,False,West Hollywood,9.0,3,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
49758233,Queenie,2015-11-24,"Rowland Heights, California, United States",within an hour,100.0,False,,2.0,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",True,True
49759874,Mirna,2015-11-24,"Los Angeles, California, United States",,,False,Reseda,1.0,1,"['email', 'phone', 'facebook', 'jumio']",True,True
49789365,Vanessa,2015-11-24,"Santa Monica, California, United States",within an hour,100.0,False,,1.0,1,"['email', 'phone']",True,False
49789518,Mojdeh,2015-11-24,"Beverly Hills, California, United States",,,False,,1.0,1,"['email', 'phone']",True,False
49803269,Mary,2015-11-24,"Thousand Oaks, California, United States",,,False,Montecito Heights,1.0,1,"['email', 'phone']",True,False
49821898,Valentina,2015-11-24,US,within a few hours,88.0,False,Sherman Oaks,9.0,2,"['email', 'phone', 'reviews', 'jumio']",True,True
49822473,Alex,2015-11-24,"Los Angeles, California, United States",within a day,90.0,False,Brentwood,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
49826112,Irina,2015-11-24,"Los Angeles, California, United States",,,False,Glendale,1.0,1,"['email', 'phone', 'facebook', 'reviews']",True,False
49827223,Carol,2015-11-24,"Los Alamos, California, United States",within a few hours,80.0,False,,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
49872102,Ken,2015-11-25,"Los Angeles, California, United States",within an hour,100.0,True,Eagle Rock,1.0,1,"['email', 'phone', 'reviews', 'kba', 'work_email']",True,True
49890878,Karthik,2015-11-25,US,,,False,Westlake,1.0,1,"['email', 'phone']",True,False
49902835,Sabrina&Damian,2015-11-25,"Pasadena, California, United States",within an hour,100.0,True,Pasadena,4.0,2,"['email', 'phone', 'amex', 'reviews', 'jumio', 'work_email']",True,True
49909553,Jie ( Gia ),2015-11-26,"Pasadena, California, United States",within an hour,100.0,True,Alhambra,2.0,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",True,True
49959241,Sam Emily,2015-11-26,"Los Angeles, California, United States",within an hour,100.0,False,Gardena,7.0,4,"['email', 'phone', 'reviews']",True,False
50000753,Pj,2015-11-27,"Pasadena, California, United States",,,False,Pasadena,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
50016594,Archer,2015-11-27,"Los Angeles, California, United States",a few days or more,0.0,False,,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",True,True
50023454,Monica,2015-11-27,"Los Angeles, California, United States",within an hour,100.0,False,,2.0,1,"['phone', 'reviews']",True,False
50058634,Brian,2015-11-28,US,within an hour,100.0,False,Anaheim,10.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
50063172,James,2015-11-28,"Los Angeles, California, United States",within an hour,100.0,False,Del Rey,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
50078939,Shane,2015-11-28,US,within a day,80.0,False,,1.0,1,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",True,True
50088229,Nathaniel,2015-11-29,San Marino,,,False,San Marino,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
50122866,Abigail,2015-11-29,"Los Angeles, California, United States",,,False,Downtown,1.0,1,"['email', 'phone', 'reviews']",True,False
50125888,Dap,2015-11-29,"West Covina, California, United States",within an hour,100.0,True,West Covina,7.0,2,"['email', 'phone', 'reviews', 'jumio']",True,True
50150760,Edwin,2015-11-29,"Los Angeles, California, United States",,,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
50164197,Collin,2015-11-30,US,within an hour,57.0,False,Echo Park,1.0,1,"['phone', 'reviews']",True,False
50231247,Tim,2015-11-30,"Camarillo, California, United States",within an hour,100.0,True,Silver Lake,3.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
50241674,Julia,2015-11-30,US,within an hour,100.0,False,,1.0,1,"['email', 'phone', 'reviews']",True,False
50248159,David,2015-12-01,"Los Angeles, California, United States",within a day,50.0,False,,1.0,1,"['email', 'phone', 'amex', 'reviews', 'kba']",True,True
50252728,Baby,2015-12-01,US,within a few hours,100.0,True,,3.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",True,True
50285682,Chelsea,2015-12-01,United States,within a day,100.0,False,Mid-Wilshire,1.0,1,"['email', 'phone', 'reviews']",True,False
50287939,Brad,2015-12-01,"Los Angeles, California, United States",within an hour,100.0,False,Echo Park,7.0,2,"['email', 'phone', 'reviews']",True,False
50293850,Felicia,2015-12-01,US,within a day,100.0,False,Eagle Rock,1.0,1,"['email', 'phone']",True,False
