Host ID,Number of Reviews,First Review,Last Review,Overall Rating,Review Score,Accuracy,Cleanliness,Check-In,Communication,Location,Value,Reviews per Month,Category Average
13377214,35,2014-08-11,2017-03-24,97,Very High,10,10,10,10,9,9,1.05,9.666666666666666
5367856,25,2013-03-31,2015-08-20,100,Very High,10,10,10,10,10,10,0.5,10.0
849816,4,2011-09-07,2014-08-10,100,Very High,10,10,10,10,10,9,0.06,9.833333333333334
54643461,41,2016-10-26,2017-05-02,99,Very High,10,10,10,10,10,10,6.47,10.0
27173670,6,2016-03-13,2016-06-18,100,Very High,10,10,10,10,10,10,0.43,10.0
33951769,6,2016-09-11,2017-04-15,76,High,8,7,10,10,10,9,0.77,9.0
1279742,28,2015-05-20,2017-03-09,96,Very High,10,10,10,10,10,10,1.17,10.0
75122176,12,2016-08-22,2017-03-08,93,Very High,10,9,10,10,10,10,1.41,9.833333333333334
34452223,56,2015-06-28,2017-03-22,96,Very High,10,10,10,10,10,10,2.49,10.0
1806618,5,2016-07-20,2016-08-07,100,Very High,10,10,10,10,10,10,0.52,10.0
33921223,5,2015-08-07,2017-04-17,100,Very High,10,10,10,10,10,10,0.24,10.0
13080257,1,2017-04-18,2017-04-18,80,High,8,6,8,10,10,8,1.0,8.333333333333334
63186858,14,2016-06-24,2017-03-10,99,Very High,10,10,10,10,10,10,1.34,10.0
25089308,1,2016-07-06,2016-07-06,100,Very High,10,8,10,10,10,10,0.1,9.666666666666666
104401612,11,2016-12-19,2017-04-15,91,Very High,9,10,10,9,9,9,2.43,9.333333333333334
13906768,3,2016-01-20,2016-06-30,100,Very High,10,10,10,10,10,10,0.19,10.0
19660751,20,2016-10-23,2017-04-25,93,Very High,10,10,9,10,10,10,3.11,9.833333333333334
2765007,62,2012-08-27,2017-04-05,96,Very High,10,9,10,10,10,9,1.09,9.666666666666666
24380675,5,2015-02-16,2016-11-17,100,Very High,10,10,10,10,10,10,0.19,10.0
12432968,27,2015-05-02,2017-03-12,99,Very High,10,10,10,10,10,10,1.11,10.0
53093156,9,2017-03-11,2017-04-28,98,Very High,10,10,10,10,9,10,5.0,9.833333333333334
50401015,23,2015-12-26,2017-04-19,93,Very High,10,10,10,10,9,10,1.39,9.833333333333334
68446088,1,2016-11-25,2016-11-25,100,Very High,10,10,10,10,10,10,0.19,10.0
71874657,11,2017-03-13,2017-04-21,100,Very High,10,10,10,10,10,10,6.35,10.0
89224390,1,2016-08-15,2016-08-15,100,Very High,10,10,10,10,8,6,0.11,9.0
7093169,4,2016-05-31,2016-10-15,87,Very High,10,7,10,10,10,8,0.36,9.166666666666666
7319183,29,2016-09-07,2017-04-21,96,Very High,10,10,10,10,9,10,3.64,9.833333333333334
1746001,13,2014-10-20,2017-03-31,95,Very High,10,9,10,10,10,9,0.42,9.666666666666666
82591972,38,2016-07-20,2017-04-26,97,Very High,10,10,10,10,9,10,3.96,9.833333333333334
5789574,12,2016-02-14,2017-03-25,97,Very High,10,10,10,10,10,10,0.81,10.0
25915525,1,2017-04-11,2017-04-11,80,High,10,6,10,10,10,10,1.0,9.333333333333334
43400271,106,2015-09-08,2016-11-29,100,Very High,10,10,10,10,10,10,5.26,10.0
15138589,22,2014-05-19,2016-10-25,93,Very High,9,9,10,10,10,9,0.61,9.5
1794266,1,2017-04-10,2017-04-10,,,,,,,,,1.0,
86397681,7,2017-02-20,2017-05-01,100,Very High,10,10,10,10,10,10,2.88,10.0
687418,26,2014-07-27,2017-01-03,97,Very High,10,10,10,10,9,10,0.77,9.833333333333334
29967693,67,2015-05-02,2017-04-01,92,Very High,10,9,10,10,9,10,2.74,9.666666666666666
3947940,14,2015-05-19,2016-12-29,84,High,9,9,9,9,10,9,0.59,9.166666666666666
93875638,1,2017-04-23,2017-04-23,100,Very High,10,10,10,10,10,10,1.0,10.0
17051697,7,2016-07-15,2016-11-07,100,Very High,9,10,10,9,10,10,0.72,9.666666666666666
1339973,62,2013-04-23,2017-05-01,95,Very High,9,10,10,10,10,9,1.26,9.666666666666666
7452882,22,2014-06-02,2017-04-23,96,Very High,10,10,10,10,10,10,0.62,10.0
99357956,14,2016-11-12,2017-04-02,94,Very High,10,9,10,10,10,9,2.43,9.666666666666666
1327400,14,2016-02-19,2017-04-30,100,Very High,10,10,10,10,10,10,0.95,10.0
40748684,12,2016-09-30,2017-04-03,95,Very High,10,10,10,10,10,10,1.67,10.0
38304656,13,2015-07-25,2017-03-21,95,Very High,10,10,10,10,10,10,0.6,10.0
21750969,53,2016-06-23,2017-04-22,98,Very High,10,10,10,10,10,10,5.05,10.0
13585082,70,2015-11-07,2017-04-03,91,Very High,9,9,10,9,8,9,3.86,9.0
4068562,10,2016-10-30,2017-04-16,96,Very High,10,10,10,10,10,10,1.61,10.0
7597192,3,2015-11-29,2016-08-22,90,Very High,10,8,10,10,10,9,0.17,9.5
9081542,7,2016-05-01,2016-11-06,94,Very High,10,10,10,10,10,10,0.57,10.0
92839025,15,2016-09-09,2017-04-11,100,Very High,10,10,10,10,9,10,1.9,9.833333333333334
26396988,9,2015-12-18,2016-09-01,93,Very High,10,10,10,10,10,9,0.54,9.833333333333334
8598832,9,2014-01-05,2014-12-30,95,Very High,10,10,10,9,9,9,0.22,9.5
27479531,2,2016-06-06,2016-06-16,80,High,9,7,9,10,8,8,0.18,8.5
9561089,25,2013-11-02,2017-04-13,97,Very High,10,10,10,10,10,9,0.59,9.833333333333334
24915220,107,2015-02-09,2017-04-30,93,Very High,10,9,10,10,10,9,3.94,9.666666666666666
41971300,29,2016-12-29,2017-04-25,93,Very High,10,9,10,10,9,9,6.96,9.5
2742925,3,2013-04-16,2016-07-22,93,Very High,10,9,10,10,10,9,0.06,9.666666666666666
33241137,1,2017-03-24,2017-03-24,80,High,8,4,10,8,10,8,0.73,8.0
22923996,2,2017-03-19,2017-04-09,90,Very High,10,9,10,10,10,10,1.3,9.833333333333334
10900710,4,2016-06-28,2016-07-16,100,Very High,10,10,10,10,10,10,0.39,10.0
6188355,4,2016-12-31,2017-04-30,80,High,10,10,8,8,9,9,0.97,9.0
83948697,3,2017-03-19,2017-05-01,100,Very High,10,10,10,10,10,10,1.96,10.0
142776,15,2011-08-01,2017-05-02,100,Very High,10,10,10,10,10,10,0.21,10.0
2019864,27,2014-11-21,2017-03-27,98,Very High,10,10,10,10,10,10,0.91,10.0
18530088,3,2017-03-05,2017-04-23,100,Very High,10,10,10,10,10,10,1.5,10.0
8585179,18,2012-06-24,2016-07-19,95,Very High,10,9,9,10,10,9,0.3,9.5
4431809,1,2017-01-01,2017-01-01,100,Very High,10,10,8,10,10,10,0.24,9.666666666666666
95188077,5,2016-09-22,2017-03-16,100,Very High,10,10,10,10,10,10,0.67,10.0
34122884,92,2015-06-14,2017-04-07,95,Very High,10,10,10,10,10,10,4.0,10.0
2958330,1,2017-03-12,2017-03-12,100,Very High,10,10,10,10,10,10,0.57,10.0
15827940,5,2016-11-19,2017-04-14,100,Very High,10,10,10,10,10,10,0.9,10.0
3301832,1,2015-05-10,2015-05-10,100,Very High,10,10,10,10,10,10,0.04,10.0
2001531,19,2014-08-28,2016-10-02,94,Very High,9,9,10,10,9,10,0.58,9.5
3940325,4,2012-11-05,2013-09-13,92,Very High,10,9,10,10,9,9,0.07,9.5
93685671,37,2016-09-10,2017-04-24,99,Very High,10,10,10,10,10,10,4.7,10.0
91481146,1,2017-04-23,2017-04-23,100,Very High,10,10,10,10,10,10,1.0,10.0
479935,7,2012-09-30,2015-08-31,97,Very High,9,9,10,10,9,9,0.13,9.333333333333334
71138775,2,2016-08-15,2017-01-23,100,Very High,10,10,10,10,10,10,0.23,10.0
118142377,3,2017-04-02,2017-05-01,100,Very High,10,10,10,10,10,9,2.81,9.833333333333334
1006227,35,2012-03-19,2016-05-31,92,Very High,9,9,10,10,9,9,0.56,9.333333333333334
14803650,76,2015-03-20,2017-04-30,96,Very High,10,10,10,10,10,9,2.94,9.833333333333334
21010312,49,2016-06-15,2017-04-16,90,Very High,9,9,10,10,9,9,4.55,9.333333333333334
68958382,1,2017-04-10,2017-04-10,100,Very High,10,10,10,10,10,10,1.0,10.0
29277114,2,2017-04-10,2017-04-13,100,Very High,10,10,10,10,9,10,2.0,9.833333333333334
13422642,2,2015-04-02,2015-09-14,100,Very High,10,10,10,10,10,10,0.08,10.0
60088856,5,2017-03-28,2017-04-29,96,Very High,10,9,10,10,10,9,4.05,9.666666666666666
25350346,2,2016-08-01,2016-09-03,100,Very High,10,10,10,10,10,10,0.22,10.0
94034193,38,2016-10-17,2017-04-18,99,Very High,10,10,10,10,9,10,5.73,9.833333333333334
14649261,17,2015-06-26,2017-01-13,98,Very High,10,10,10,10,9,9,0.75,9.666666666666666
10015956,59,2015-09-17,2017-02-18,96,Very High,10,10,10,10,10,9,2.97,9.833333333333334
1226523,3,2013-06-29,2013-11-13,90,Very High,10,8,10,10,8,10,0.06,9.333333333333334
6372159,14,2016-02-27,2017-04-11,96,Very High,10,9,9,9,10,10,0.97,9.5
26229999,17,2015-03-08,2017-02-20,85,Very High,9,10,10,9,10,8,0.65,9.333333333333334
65218859,9,2016-10-13,2017-04-21,100,Very High,10,10,10,10,10,10,1.33,10.0
20495214,14,2015-08-17,2017-04-22,91,Very High,8,8,10,9,9,9,0.67,8.833333333333334
48493909,5,2016-01-02,2016-07-29,75,High,9,6,8,9,10,8,0.31,8.333333333333334
44623400,10,2016-09-26,2017-03-20,94,Very High,9,9,10,10,10,9,1.36,9.5
55159630,33,2016-02-23,2017-02-26,90,Very High,9,9,9,9,9,9,2.27,9.0
111185689,1,2017-03-04,2017-03-04,100,Very High,10,10,10,10,10,10,0.49,10.0
61395879,33,2016-06-26,2017-01-14,96,Very High,10,10,10,10,9,10,3.17,9.833333333333334
38123745,25,2015-07-26,2017-04-11,98,Very High,10,10,10,10,10,10,1.16,10.0
16261361,7,2016-02-22,2017-05-02,100,Very High,10,9,10,10,10,10,0.48,9.833333333333334
8184581,19,2014-01-19,2017-04-24,100,Very High,10,10,10,10,10,10,0.47,10.0
87593274,13,2016-09-11,2017-01-22,95,Very High,10,10,10,10,10,10,1.66,10.0
35173482,35,2016-05-29,2017-04-29,89,Very High,9,9,9,9,8,9,3.09,8.833333333333334
51942923,1,2016-12-20,2016-12-20,100,Very High,10,10,10,10,10,10,0.22,10.0
34793546,5,2016-05-07,2017-01-20,96,Very High,10,10,10,10,10,10,0.41,10.0
37574531,1,2016-12-31,2016-12-31,,,,,,,,,0.24,
28019483,1,2017-04-30,2017-04-30,100,Very High,10,10,10,10,10,10,1.0,10.0
6671702,1,2015-11-04,2015-11-04,,,,,,,,,0.05,
3851042,10,2013-04-13,2016-08-06,98,Very High,10,9,10,10,10,10,0.2,9.833333333333334
23156420,30,2016-03-04,2017-04-11,100,Very High,10,10,10,10,10,10,2.11,10.0
28948284,1,2015-07-14,2015-07-14,100,Very High,10,8,10,10,8,8,0.05,9.0
22210553,31,2015-08-11,2017-04-16,96,Very High,10,9,10,10,10,9,1.47,9.666666666666666
10722279,19,2015-03-17,2017-01-01,95,Very High,9,10,10,10,10,10,0.73,9.833333333333334
80936902,4,2016-08-08,2017-04-29,100,Very High,10,10,10,10,10,10,0.45,10.0
26955825,19,2016-07-31,2017-04-17,98,Very High,10,10,10,10,10,10,2.06,10.0
6133644,13,2017-02-20,2017-04-24,97,Very High,10,10,10,10,9,10,5.34,9.833333333333334
68435895,6,2017-02-14,2017-04-03,87,Very High,8,9,10,9,9,9,2.28,9.0
29959569,3,2017-03-07,2017-05-02,93,Very High,10,10,10,10,10,10,1.55,10.0
51456588,5,2016-02-14,2016-08-08,96,Very High,10,10,10,10,10,10,0.34,10.0
19254816,25,2015-07-23,2017-04-05,94,Very High,10,10,10,10,9,10,1.15,9.833333333333334
4871445,5,2014-08-09,2016-01-02,84,High,9,8,9,10,8,8,0.15,8.666666666666666
53228977,7,2016-01-30,2017-01-03,94,Very High,10,10,10,10,10,9,0.46,9.833333333333334
11486027,7,2014-02-12,2016-01-02,90,Very High,10,9,10,9,9,9,0.18,9.333333333333334
44120892,11,2015-09-20,2016-08-06,98,Very High,10,9,10,10,10,9,0.56,9.666666666666666
20076782,26,2016-03-16,2017-04-16,98,Very High,10,10,10,10,9,10,1.88,9.833333333333334
78937713,4,2017-02-28,2017-04-09,100,Very High,10,10,10,10,10,10,1.88,10.0
7513481,15,2014-07-14,2017-02-15,96,Very High,10,9,9,10,9,10,0.44,9.5
3646700,2,2016-08-21,2016-09-25,80,High,8,10,10,10,8,8,0.23,9.0
26557365,18,2016-11-18,2017-04-10,98,Very High,10,10,10,10,10,10,3.23,10.0
115260392,1,2017-04-24,2017-04-24,100,Very High,10,10,10,10,10,10,1.0,10.0
17505730,32,2014-08-02,2017-05-01,96,Very High,10,10,10,10,10,10,0.96,10.0
27913293,29,2016-05-20,2017-04-19,97,Very High,10,10,10,10,10,10,2.49,10.0
15025089,1,2015-06-20,2015-06-20,80,High,10,6,10,10,10,8,0.04,9.0
7206559,13,2013-12-15,2017-04-01,98,Very High,9,10,10,10,10,10,0.32,9.833333333333334
45035504,20,2015-10-21,2017-02-13,96,Very High,10,10,10,10,10,10,1.07,10.0
62355305,6,2016-07-25,2016-10-26,83,High,9,7,9,10,8,8,0.64,8.5
52335940,8,2016-08-05,2016-09-14,98,Very High,10,10,10,10,10,10,0.88,10.0
19412069,48,2015-03-15,2017-04-27,99,Very High,10,10,10,10,10,10,1.84,10.0
53692003,60,2016-03-30,2017-04-18,99,Very High,10,10,10,10,10,10,4.5,10.0
1402235,20,2012-10-31,2016-12-18,99,Very High,10,9,10,10,10,10,0.36,9.833333333333334
87756065,5,2017-01-31,2017-03-14,96,Very High,10,8,10,10,9,10,1.61,9.5
50252728,3,2016-01-03,2017-01-04,100,Very High,9,10,10,10,9,9,0.18,9.5
5552452,1,2015-07-05,2015-07-05,20,Very Low,2,2,2,2,2,2,0.04,2.0
36081874,69,2016-04-17,2017-04-19,98,Very High,10,10,10,10,10,10,5.42,10.0
18297786,7,2015-01-26,2016-08-15,100,Very High,10,9,9,10,9,9,0.25,9.333333333333334
32295628,1,2017-04-19,2017-04-19,100,Very High,10,10,10,10,10,10,1.0,10.0
61576097,6,2016-12-26,2017-03-27,97,Very High,10,9,10,10,10,10,1.4,9.833333333333334
298123,15,2012-10-03,2017-04-24,99,Very High,10,10,10,10,10,10,0.27,10.0
77941038,7,2016-09-14,2017-01-06,91,Very High,9,9,10,10,9,9,0.91,9.333333333333334
66957740,2,2016-05-30,2016-07-14,90,Very High,10,6,10,10,8,10,0.18,9.0
33237163,2,2017-04-16,2017-04-21,100,Very High,10,10,10,10,10,10,2.0,10.0
4010522,4,2014-07-15,2015-08-08,100,Very High,10,10,10,10,10,10,0.12,10.0
8167495,1,2015-08-26,2015-08-26,,,,,,,,,0.05,
1539816,18,2015-07-02,2016-07-25,99,Very High,10,10,10,10,9,10,0.8,9.833333333333334
30379967,16,2015-07-06,2017-04-10,98,Very High,10,10,10,10,10,10,0.72,10.0
75078863,6,2016-11-07,2017-04-07,100,Very High,10,10,10,10,10,10,1.01,10.0
33246982,19,2015-06-28,2017-04-30,92,Very High,10,9,9,9,9,10,0.84,9.333333333333334
1803588,140,2012-03-27,2017-04-26,98,Very High,10,10,10,10,10,10,2.25,10.0
4153645,38,2016-10-02,2017-04-29,99,Very High,10,10,10,10,10,10,5.33,10.0
47178967,1,2016-09-06,2016-09-06,100,Very High,8,10,10,10,10,10,0.13,9.666666666666666
17960755,46,2015-12-25,2017-03-27,97,Very High,10,10,10,10,10,10,2.78,10.0
12781003,2,2016-01-01,2016-06-17,90,Very High,9,9,9,10,9,9,0.12,9.166666666666666
6658533,77,2014-08-04,2017-04-06,96,Very High,10,10,10,9,9,9,2.3,9.5
5938237,3,2017-01-11,2017-01-29,100,Very High,10,10,10,10,10,10,0.8,10.0
41081608,9,2015-08-26,2016-06-28,95,Very High,10,9,10,10,10,9,0.44,9.666666666666666
8814121,4,2017-03-11,2017-04-24,85,Very High,10,9,10,10,10,10,2.22,9.833333333333334
77917824,6,2017-04-05,2017-04-23,100,Very High,10,10,10,10,10,10,6.0,10.0
3301628,12,2012-10-05,2016-07-03,82,High,7,7,10,10,9,8,0.22,8.5
679977,7,2016-11-15,2017-04-24,97,Very High,10,9,10,10,10,9,1.24,9.666666666666666
46081302,3,2016-08-12,2016-09-05,93,Very High,10,9,10,9,8,10,0.34,9.333333333333334
13655113,1,2016-08-01,2016-08-01,100,Very High,8,8,10,10,8,8,0.11,8.666666666666666
54007381,41,2016-08-12,2017-05-02,95,Very High,10,10,10,10,9,9,4.64,9.666666666666666
47854442,4,2017-03-19,2017-04-09,100,Very High,10,10,10,10,10,10,2.61,10.0
25073467,2,2017-01-20,2017-01-22,100,Very High,10,10,10,10,10,9,0.58,9.833333333333334
52276451,36,2016-05-18,2017-04-22,98,Very High,10,10,10,10,10,10,3.08,10.0
31115755,71,2015-08-20,2017-04-24,97,Very High,10,10,10,10,10,10,3.42,10.0
36817697,29,2015-07-22,2017-04-04,82,High,8,8,9,9,9,8,1.33,8.5
1984788,158,2014-06-07,2017-04-02,97,Very High,10,9,10,10,10,10,4.46,9.833333333333334
31688570,99,2015-06-28,2017-04-28,97,Very High,10,10,10,10,10,10,4.39,10.0
21424115,107,2015-11-17,2017-04-01,91,Very High,9,9,9,9,9,9,6.01,9.0
21911194,11,2017-02-10,2017-04-20,87,Very High,10,9,10,10,10,10,3.98,9.833333333333334
46008203,1,2016-10-17,2016-10-17,80,High,8,8,8,8,8,10,0.15,8.333333333333334
16009553,21,2015-02-11,2017-03-04,99,Very High,10,10,10,10,10,10,0.77,10.0
84190261,30,2016-07-25,2017-03-28,99,Very High,10,10,10,10,10,10,3.18,10.0
70273991,4,2017-01-08,2017-04-23,100,Very High,10,10,10,10,10,10,1.03,10.0
1684893,18,2014-08-30,2016-07-25,90,Very High,9,9,9,9,9,9,0.55,9.0
5821866,1,2016-09-19,2016-09-19,100,Very High,10,10,10,10,10,10,0.13,10.0
50792299,29,2015-12-10,2017-04-12,97,Very High,10,10,10,10,10,10,1.7,10.0
63133341,2,2016-10-12,2017-02-27,100,Very High,9,9,10,10,10,10,0.29,9.666666666666666
112019763,1,2017-03-08,2017-03-08,100,Very High,10,8,10,10,10,8,0.53,9.333333333333334
11211773,6,2015-12-30,2017-04-14,97,Very High,10,10,10,10,9,10,0.37,9.833333333333334
9615011,1,2017-04-08,2017-04-10,100,Very High,10,10,10,10,10,10,1.0,10.0
48363584,4,2016-11-11,2017-03-16,100,Very High,10,10,10,10,9,10,0.69,9.833333333333334
20045816,6,2015-08-07,2016-03-23,80,High,8,5,9,10,9,8,0.28,8.166666666666666
2783478,46,2013-01-08,2017-03-17,91,Very High,10,9,9,9,9,9,0.88,9.166666666666666
107382,21,2016-01-03,2017-04-01,94,Very High,10,9,10,10,9,10,1.29,9.666666666666666
56613763,25,2016-04-06,2017-04-30,98,Very High,10,10,10,10,9,9,1.91,9.666666666666666
32160426,4,2016-02-01,2017-03-27,95,Very High,10,10,10,10,10,10,0.26,10.0
70225013,12,2016-09-23,2017-04-02,92,Very High,10,9,10,10,10,9,1.61,9.666666666666666
8102285,4,2017-04-12,2017-04-30,100,Very High,10,10,9,10,9,10,4.0,9.666666666666666
17054022,30,2014-06-29,2016-07-18,97,Very High,10,10,10,10,10,10,0.87,10.0
3772028,5,2012-12-17,2014-08-05,100,Very High,10,10,10,10,10,10,0.09,10.0
52436823,7,2016-09-12,2017-04-30,94,Very High,10,9,10,10,10,10,0.9,9.833333333333334
98656466,13,2017-03-04,2017-04-16,95,Very High,10,10,10,10,10,10,6.39,10.0
35513552,5,2017-04-12,2017-05-01,100,Very High,10,10,10,10,10,10,5.0,10.0
37488559,5,2015-08-24,2017-04-03,92,Very High,10,9,9,9,10,10,0.24,9.5
26637632,1,2016-07-01,2016-07-01,,,,,,,,,0.1,
45443922,8,2015-10-04,2017-04-30,91,Very High,10,8,10,10,10,9,0.42,9.5
6931467,9,2014-09-25,2017-03-18,96,Very High,10,10,10,10,10,9,0.28,9.833333333333334
75316607,11,2016-09-27,2017-04-13,90,Very High,10,10,9,10,10,10,1.51,9.833333333333334
123521154,4,2017-04-10,2017-04-30,95,Very High,10,10,10,10,8,10,4.0,9.666666666666666
45111970,1,2015-12-29,2015-12-29,80,High,8,8,10,8,8,10,0.06,8.666666666666666
1331051,10,2016-10-16,2017-01-07,98,Very High,10,10,10,10,10,10,1.5,10.0
74666323,2,2016-12-29,2017-04-30,100,Very High,10,7,8,9,9,9,0.48,8.666666666666666
67126470,1,2016-04-18,2016-04-18,100,Very High,10,10,10,10,10,10,0.08,10.0
1028671,73,2015-12-10,2017-04-30,97,Very High,10,10,10,10,10,10,4.29,10.0
119806444,1,2017-04-07,2017-04-13,100,Very High,10,10,10,10,10,10,1.0,10.0
58792869,12,2017-01-04,2017-04-30,98,Very High,10,10,10,10,10,10,2.98,10.0
29040569,4,2016-02-09,2017-03-15,100,Very High,9,10,10,10,10,10,0.27,9.833333333333334
27753817,3,2015-06-30,2015-08-24,80,High,9,6,6,9,7,8,0.13,7.5
24672556,71,2015-05-05,2017-04-25,97,Very High,10,10,10,10,10,10,2.92,10.0
3821886,3,2016-02-15,2016-04-11,100,Very High,10,9,7,10,9,9,0.2,9.0
94072026,1,2017-01-02,2017-01-02,100,Very High,10,10,10,10,10,10,0.25,10.0
39479194,1,2017-03-26,2017-03-26,100,Very High,10,8,10,10,10,10,0.77,9.666666666666666
6062389,13,2016-07-26,2017-04-16,97,Very High,10,10,10,10,10,10,1.38,10.0
15500488,14,2015-09-18,2016-11-13,99,Very High,10,10,10,10,10,10,0.71,10.0
71138931,21,2016-06-05,2017-03-31,95,Very High,10,10,10,10,9,10,1.89,9.833333333333334
88736766,32,2016-09-06,2017-04-30,93,Very High,10,9,10,10,10,9,4.0,9.666666666666666
45318063,4,2017-04-01,2017-04-09,95,Very High,10,10,10,10,10,10,3.64,10.0
28486514,59,2015-08-17,2017-01-28,93,Very High,10,9,10,10,10,9,2.83,9.666666666666666
104553193,3,2016-12-27,2017-01-02,100,Very High,10,10,10,10,10,10,0.7,10.0
999438,24,2015-04-11,2016-03-17,95,Very High,10,9,10,10,9,10,0.95,9.666666666666666
9911012,6,2014-04-01,2016-03-12,95,Very High,10,10,10,10,10,10,0.16,10.0
6609984,41,2016-04-22,2017-04-14,97,Very High,10,10,10,10,10,10,3.26,10.0
118599746,7,2017-03-23,2017-04-22,94,Very High,9,10,10,10,9,10,5.0,9.666666666666666
195697,171,2011-03-07,2017-04-30,89,Very High,9,9,9,10,7,9,2.28,8.833333333333334
114540245,7,2017-02-22,2017-04-22,91,Very High,9,9,9,9,9,9,2.96,9.0
100808284,1,2017-03-25,2017-03-25,100,Very High,10,10,10,10,8,10,0.75,9.666666666666666
2569865,11,2012-09-27,2016-08-01,94,Very High,9,10,10,10,10,9,0.2,9.666666666666666
6972138,1,2015-06-08,2015-06-08,100,Very High,10,10,10,10,10,10,0.04,10.0
99228504,26,2016-10-16,2017-04-22,97,Very High,10,10,10,10,10,10,3.9,10.0
2629962,122,2012-07-15,2017-04-30,94,Very High,9,9,10,10,9,9,2.09,9.333333333333334
15503621,26,2016-07-05,2017-04-20,98,Very High,10,10,10,10,10,10,2.57,10.0
8007543,97,2015-05-19,2017-04-16,94,Very High,9,9,10,10,10,9,4.06,9.5
506809,6,2015-08-30,2016-07-05,100,Very High,9,9,10,10,10,10,0.29,9.666666666666666
6563094,1,2017-03-13,2017-03-13,,,,,,,,,0.58,
6068293,39,2013-10-01,2017-04-12,99,Very High,10,10,10,10,10,10,0.89,10.0
20404546,22,2014-12-18,2016-11-06,98,Very High,10,9,10,10,10,9,0.76,9.666666666666666
7069581,15,2015-03-22,2017-04-07,99,Very High,10,10,10,10,10,10,0.58,10.0
31624626,52,2015-05-02,2017-03-24,93,Very High,10,9,9,9,10,10,2.13,9.5
20372797,18,2015-08-10,2017-03-26,94,Very High,10,9,10,10,9,9,0.85,9.5
49178510,3,2016-09-03,2016-10-22,100,Very High,10,10,10,9,10,10,0.37,9.833333333333334
23672572,19,2015-02-09,2017-05-02,91,Very High,9,9,10,10,9,9,0.7,9.333333333333334
38018396,17,2016-04-26,2017-04-14,93,Very High,10,10,10,10,9,9,1.37,9.666666666666666
899508,204,2012-11-13,2017-04-27,97,Very High,10,10,10,10,10,10,3.75,10.0
4066400,20,2016-05-01,2017-04-16,99,Very High,10,10,10,10,10,9,1.63,9.833333333333334
12262360,85,2015-03-11,2017-04-20,92,Very High,9,9,9,9,10,9,3.25,9.166666666666666
55054873,1,2016-06-10,2016-06-10,,,,,,,,,0.09,
34830470,15,2016-01-08,2017-01-02,95,Very High,9,9,10,10,9,9,0.93,9.333333333333334
57586860,5,2016-05-14,2016-07-09,100,Very High,10,10,10,10,10,10,0.42,10.0
15621882,1,2015-08-15,2015-08-15,100,Very High,10,10,10,10,10,10,0.05,10.0
21382948,12,2014-11-25,2017-04-18,100,Very High,10,10,10,10,10,10,0.4,10.0
42544468,42,2016-05-25,2017-03-29,98,Very High,10,10,10,10,10,10,3.66,10.0
50836696,6,2016-12-23,2017-04-23,100,Very High,10,10,10,10,9,10,1.36,9.833333333333334
23850417,1,2016-03-06,2017-04-10,100,Very High,10,10,10,10,10,10,0.07,10.0
44684563,52,2016-02-08,2017-04-18,98,Very High,10,10,10,10,10,10,3.46,10.0
22660922,1,2016-07-15,2016-07-15,100,Very High,10,10,10,10,10,10,0.1,10.0
64570555,32,2016-06-06,2017-04-27,99,Very High,10,10,10,10,10,10,2.89,10.0
77123642,13,2016-11-14,2017-04-16,100,Very High,10,10,10,10,10,10,2.28,10.0
4334888,7,2013-03-05,2016-10-03,96,Very High,9,9,10,10,10,9,0.14,9.5
10762190,16,2016-12-08,2017-04-23,91,Very High,10,10,10,9,10,10,3.27,9.833333333333334
2760033,294,2012-10-30,2017-05-01,98,Very High,10,10,10,10,10,10,5.36,10.0
47938937,13,2016-06-04,2017-04-14,98,Very High,10,10,10,10,10,10,1.17,10.0
10975433,4,2016-03-07,2016-03-23,100,Very High,10,10,10,10,10,10,0.28,10.0
53876292,51,2016-03-25,2017-04-30,93,Very High,9,9,10,10,10,9,3.77,9.5
11887531,9,2016-08-03,2017-04-30,93,Very High,10,10,10,10,10,10,0.99,10.0
53333066,4,2017-01-23,2017-04-02,100,Very High,10,10,10,10,10,10,1.19,10.0
55412886,5,2017-02-17,2017-04-28,100,Very High,10,10,10,10,10,10,1.97,10.0
88013353,3,2016-08-08,2016-08-31,100,Very High,10,10,10,10,10,10,0.33,10.0
34607716,3,2016-01-04,2016-04-16,87,Very High,9,9,10,8,9,9,0.19,9.0
1010803,4,2015-08-26,2015-11-06,100,Very High,10,10,10,10,10,10,0.19,10.0
14560309,53,2017-01-25,2017-04-30,99,Very High,10,10,10,10,10,10,16.06,10.0
38884077,1,2017-04-16,2017-04-16,80,High,6,6,8,8,8,8,1.0,7.333333333333333
119353259,10,2017-03-16,2017-04-30,96,Very High,10,10,10,10,10,10,6.12,10.0
9797355,32,2014-01-03,2017-04-21,86,Very High,9,7,10,9,10,9,0.79,9.0
4141516,10,2015-04-11,2017-01-10,83,High,8,8,10,10,8,9,0.4,8.833333333333334
43890153,27,2016-09-26,2017-04-26,99,Very High,10,10,10,10,10,10,3.68,10.0
2145647,54,2013-07-06,2016-11-20,95,Very High,9,10,10,10,10,9,1.16,9.666666666666666
17405769,12,2016-05-13,2017-04-14,95,Very High,10,9,10,10,10,9,1.01,9.666666666666666
135304,2,2016-03-20,2016-10-22,100,Very High,10,10,10,10,10,10,0.15,10.0
64814858,1,2016-07-31,2016-07-31,100,Very High,10,10,10,10,10,10,0.11,10.0
